10;1;Bluza z kapturem - black/white;46;169.0;;;1;;;;;;;;Nike Sportswear;;;;;;;;58;1;both;;;;;;;;;;;Jest na stanie;;1;;;1;../impgimport/woman-jumpers10.jpg;0;;0;0;0;0;0;0;0;1;1;0
11;1;CONLIFFE - Sweter - off white;46;169.0;;;1;;;;;;;;Bellfield;;;;;;;;33;1;both;;;;;;;;;;;Jest na stanie;;1;;;1;../impgimport/woman-jumpers11.jpg;0;;0;0;0;0;0;0;0;1;1;0
