10;1;CLAIRE - Top - black;43;57.6;;;1;;;;;;;;Bik Bok;;;;;;;;92;;both;;;;;;;;;;;Jest na stanie;;1;;;1;/home/aleksander/Pulpit/ZalandoParserFX/zalandoparserfx/img/woman-tshirt10.jpg;0;;1;0;0;0;0;0;0;0;1;0
11;1;Bluzka z długim rękawem - green;43;84.0;;;1;;;;;;;;GAP;;;;;;;;85;;both;;;;;;;;;;;Jest na stanie;;1;;;1;/home/aleksander/Pulpit/ZalandoParserFX/zalandoparserfx/img/woman-tshirt11.jpg;0;;1;0;0;0;0;0;0;0;1;0
