ID produktu, aktywny, nazwa, kategoria, cena brutto/netto, EMPTY(ID zasad produktu) , EMPTY(cena hurtowa), w sprzedaży, EMPTY(wartość rabatu), EMPTY(procent rabatu), EMPTY(rabat od dnia), EMPTY(rabat do dnia), EMPTY(indeks), EMPTY(kod dostawcy), EMPTY(dostawca), producent, EMPTY(kod EAN3), EMPTY(kod UPC), EMPTY(podatek eko), EMPTY(szer), EMPTY(wys), EMPTY(głęb), EMPTY(waga), ilość, min ilość, widoczność, EMPTY(dodatkowe koszty wysyłki), EMPTY(jednostka dla ceny jedn), EMPTY(cena jednostkowa), EMPTY(opis), EMPTY(tagi), EMPTY(meta-tytuł), EMPTY(słowa kluczowe meta), EMPTY(opis meta), EMPTY(przypisany URL), EMPTY(warunek), tekst gdy jest na stanie, EMPTY(tekst gdy można zwracać), dostępny, EMPTY(data dostępności), EMPTY(data wytworzenia), pokaż cenę, URL zdjęcia, usuń istniejące zdjęcia, EMPTY(cecha), tylko online, konfigurowalny, można wgrywać pliki, pola tekstowe, akcja kiedy brak na stanie, ID sklepu, zaawansowane zarządzanie magazynem, zależny od stanu magazynowego, 0 (id magazynu)
10;1;CLAIRE - Top - black;43;57.6;;;1;;;;;;;;Bik Bok;;;;;;;;29;;1;;;;;;;;;;;Jest na stanie;;1;;;1;z-nvg-cognac_image-1byrW;0;;1;0;0;0;0;0;0;0;1;0
11;1;Bluzka z długim rękawem - green;43;84.0;;;1;;;;;;;;GAP;;;;;;;;61;;1;;;;;;;;;;;Jest na stanie;;1;;;1;z-nvg-cognac_image-1byrW;0;;1;0;0;0;0;0;0;0;1;0
